Date,Close,High,Low,Open,Volume
1998-12-22,5.774111270904541,5.805134028715339,5.754721573903074,5.785744331713873,30400
1998-12-23,5.894322395324707,5.894322395324707,5.785742772252936,5.793498459615206,135600
1998-12-24,5.863300800323486,5.909834933659387,5.85554511143417,5.909834933659387,24600
1998-12-28,5.832277297973633,5.8943228011435655,5.793498858492425,5.8943228011435655,27000
1998-12-29,5.890445709228516,5.890445709228516,5.793499132569554,5.847788950411571,44000
1998-12-30,5.801255226135254,5.886567802990184,5.797377855102435,5.886567802990184,43600
1998-12-31,5.79349946975708,5.79349946975708,5.762476714898943,5.79349946975708,26000
1999-01-04,5.789623737335205,5.8943250912440766,5.777989727601101,5.777989727601101,57200
1999-01-05,5.758599281311035,5.8245221612982725,5.750843592680811,5.8245221612982725,85400
1999-01-06,5.948615074157715,5.9563707652583116,5.785745561045182,5.824524016548167,112800
1999-01-07,5.921468257904053,5.952491009885897,5.851667065944905,5.948612692518537,145200
1999-01-08,5.948615074157715,6.095973205069053,5.8012569432463765,5.9563707652583116,842200
1999-01-11,5.836155414581299,5.902078286062589,5.8167657221379,5.894322598433072,70000
1999-01-12,5.746964454650879,5.855544079974917,5.739208767127733,5.83227701740548,178400
1999-01-13,5.661651611328125,5.754719856993793,5.630628862772903,5.646140237050513,84800
1999-01-14,5.553072452545166,5.677163457071315,5.553072452545166,5.646140705939778,140000
1999-01-15,5.638386249542236,5.646141939018911,5.5724633623602235,5.599607802158865,21400
1999-01-19,5.638386249542236,5.6616533179722595,5.591852112682191,5.6616533179722595,25600
1999-01-20,5.591853141784668,5.661654359920676,5.5879757697024734,5.607364523592669,31600
1999-01-21,5.638386249542236,5.684920386402283,5.584096423205517,5.591852112682191,47800
1999-01-22,5.607365131378174,5.661654973590687,5.599609439633529,5.646143590101397,38600
1999-01-25,5.599606513977051,5.630629264747006,5.553072387822117,5.630629264747006,36400
1999-01-26,5.54531717300415,5.607362679834966,5.498783042881039,5.607362679834966,51400
1999-01-27,5.444494724273682,5.553074391139539,5.428983343292845,5.553074391139539,74200
1999-01-28,5.413470268249512,5.46000439662988,5.366936139869144,5.46000439662988,61600
1999-01-29,5.413470268249512,5.413470268249512,5.320402011488775,5.382447515995933,37200
1999-02-01,5.359179496765137,5.428980676896665,5.359179496765137,5.413469303534104,46200
1999-02-02,5.366935729980469,5.4134698548068885,5.3436686675672584,5.366935729980469,53000
1999-02-03,5.49102783203125,5.522050588144421,5.397959563691738,5.397959563691738,58800
1999-02-04,5.5220513343811035,5.537562714533859,5.475517193922836,5.4910285740755915,52000
1999-02-05,5.6771626472473145,5.692674020600449,5.5065375403628325,5.537560287069102,132000
1999-02-08,5.754721641540527,5.754721641540527,5.692676125189687,5.700431814733541,62200
1999-02-09,5.6461405754089355,5.762475889462691,5.6461405754089355,5.762475889462691,128600
1999-02-10,5.661651611328125,5.723697108438571,5.630628862772903,5.669407298466931,138600
1999-02-11,5.615118980407715,5.6383860480060894,5.529806399213675,5.6383860480060894,433600
1999-02-12,5.498783588409424,5.615118925258707,5.498783588409424,5.553073412272423,484600
1999-02-16,5.460005283355713,5.568584933876991,5.405715458095074,5.541440494616381,73200
1999-02-17,5.405715465545654,5.483272358882034,5.397959776212017,5.428982533546568,83400
1999-02-18,5.421226978302002,5.452249736403873,5.343670083047324,5.397959909725598,166000
1999-02-19,5.39020299911499,5.452248501263076,5.343668872503925,5.444492813494565,260600
1999-02-22,5.444494724273682,5.460006105254519,5.382449200350335,5.428983343292845,159000
1999-02-23,5.397958278656006,5.483270837657753,5.397958278656006,5.460003776111822,619200
1999-02-24,5.374692916870117,5.483272571756382,5.374692916870117,5.413471365043783,69000
1999-02-25,5.4018378257751465,5.4367379526722575,5.366936752138662,5.370815069982437,89200
1999-02-26,5.366935729980469,5.460003979633309,5.366935729980469,5.421225542277959,49800
1999-03-01,5.312648296356201,5.382449514848473,5.2971369144690295,5.378572142746488,26600
1999-03-02,5.258357524871826,5.343670110083611,5.235090456177703,5.320403041389488,110200
1999-03-03,5.374692916870117,5.397959985774317,5.266113261983852,5.304891710157518,206600
1999-03-04,5.5685858726501465,5.599608635171874,5.42122775067194,5.42122775067194,180800
1999-03-05,5.6732892990112305,5.715945132601056,5.615121134332652,5.708189440426564,185400
1999-03-08,5.754721641540527,5.770233020628238,5.681043064243627,5.704310132875192,215200
1999-03-09,5.692674160003662,5.785742402401542,5.669407099404192,5.692674160003662,158000
1999-03-10,6.0184173583984375,6.033928743342764,5.715945351984083,5.715945351984083,3467600
1999-03-11,6.103725910186768,6.266595343622501,6.0184133498156696,6.204549845170793,1818000
1999-03-12,6.0804572105407715,6.220059544456248,6.01841172880056,6.17352543315109,1208600
1999-03-15,6.033921241760254,6.111478070060514,5.96024272824432,6.095966704400462,1046000
1999-03-16,6.002902030944824,6.033924780458751,5.956367906673934,5.979634968809379,546600
1999-03-17,6.158015251159668,6.165770937873975,6.018412890302144,6.033924263730758,725600
1999-03-18,6.23557186126709,6.282105979634754,6.1890377428994245,6.2665946068455325,665200
1999-03-19,6.1723737716674805,6.296910947388389,6.133455904254697,6.289127373905831,520800
1999-03-22,6.21129035949707,6.257991790771484,6.160697617354648,6.226857503255209,330000
1999-03-23,6.102316379547119,6.164584914032294,6.040047845061944,6.164584914032294,275800
1999-03-24,6.071185111999512,6.156804389220018,6.016700117404644,6.133453677250789,122200
1999-03-25,6.086752414703369,6.117886698154537,5.993349564349865,6.055618131252201,333000
1999-03-26,6.164587020874023,6.195721298757226,6.094534895636818,6.149019881932422,89400
1999-03-29,6.3358283042907715,6.398096887133923,6.312477585724589,6.320261158579983,168800
1999-03-30,6.219069004058838,6.30468822689319,6.20350187263441,6.296904661180976,121600
1999-03-31,6.125668525695801,6.273556330001036,6.125668525695801,6.265772761353392,134000
1999-04-01,6.117886066436768,6.141236776614008,6.051726196006004,6.133453206554927,44000
1999-04-05,6.265774250030518,6.289124961521314,6.117886410588803,6.117886410588803,116800
1999-04-06,6.203507423400879,6.257992432138402,6.156805987340145,6.250208859461614,85200
1999-04-07,6.141237735748291,6.203506305945992,6.094536308100015,6.195722734671279,1672800
1999-04-08,6.203507423400879,6.273559577491981,6.145131103396536,6.168481821426903,1704600
1999-04-09,6.3202619552612305,6.351396250607345,6.199617035866682,6.20740060970321,104800
1999-04-12,6.3669633865356445,6.413664829468669,6.289127648313937,6.289127648313937,125000
1999-04-13,6.359177112579346,6.409770796012803,6.328042830510414,6.328042830510414,135600
1999-04-14,6.281341552734375,6.390311542496805,6.281341552734375,6.351393689010223,54000
1999-04-15,6.553765296936035,6.584899573881099,6.320258219848053,6.320258219848053,518800
1999-04-16,6.760031700134277,6.763923010454334,6.569333740878548,6.623818736359768,177000
1999-04-19,6.84175443649292,7.0596942820239805,6.833970870581097,6.942940793346627,491000
1999-04-20,6.732786655426025,6.865107318018213,6.666626799201244,6.865107318018213,772800
1999-04-21,6.631602764129639,6.740572762601253,6.569334193574431,6.693871334684847,362400
1999-04-22,6.748356342315674,6.748356342315674,6.53819991643041,6.616035629721249,791800
1999-04-23,6.66273832321167,6.725006905671592,6.612145575034566,6.721115594339429,32600
1999-04-26,6.514852523803711,6.616039002668045,6.479826910037791,6.616039002668045,595600
1999-04-27,6.721113204956055,6.725004514904841,6.584900254177656,6.58879251426927,164800
1999-04-28,6.9429426193237305,7.0441290027892105,6.756136988310535,6.756136988310535,207400
1999-04-29,7.153101444244385,7.1920192975863015,6.6627364921362275,6.678303633472995,480200
1999-04-30,7.03245735168457,7.129751520727801,6.974080090144224,7.06748294849437,1932200
1999-05-03,7.207587242126465,7.207587242126465,6.974080096053253,7.036348668339443,553200
1999-05-04,7.215366363525391,7.254284197201363,7.156990088082643,7.215366363525391,717000
1999-05-05,7.110289573669434,7.207583694911766,7.012994502284559,7.207583694911766,762000
1999-05-06,7.090832233428955,7.160884363067661,6.981862253990969,7.1453172231479485,805000
1999-05-07,7.133641719818115,7.1414252890977075,7.0013210420650385,7.044130198031431,721400
1999-05-10,7.051916599273682,7.199804474975889,7.051916599273682,7.125861012196343,541400
1999-05-11,7.075262546539307,7.1063968151709425,7.036344710749761,7.0986132480130335,143200
1999-05-12,6.9429426193237305,6.974076891159263,6.787271260146068,6.911808347488198,1063400
1999-05-13,6.977972030639648,7.05191548170079,6.942945485294818,6.989646912325949,529400
1999-05-14,6.927379131317139,6.989647707778417,6.888461271028841,6.942946275432458,509800
1999-05-17,6.900137901306152,6.919596358626649,6.818409910187789,6.8339770561014594,211600
1999-05-18,6.740572452545166,6.8495424460043255,6.728897571174583,6.833975304081588,67600
1999-05-19,6.833974361419678,6.872892210858286,6.728896643006839,6.795056511981069,561400
1999-05-20,6.911809921264648,6.93516063045811,6.810623514759648,6.810623514759648,295000
1999-05-21,7.020777225494385,7.059695059338589,6.896240157192932,6.942941557805977,430200
1999-05-24,6.853433609008789,7.12196628910019,6.853433609008789,7.051914161666417,620600
1999-05-25,6.8261895179748535,7.020778728863532,6.8261895179748535,6.86510736015259,902000
1999-05-26,7.020777225494385,7.0441279258009075,6.880673023655251,6.919590857499455,129400
1999-05-27,6.810622692108154,7.067480462210519,6.810622692108154,6.97407763671875,153400
1999-05-28,6.880679607391357,6.927381052690394,6.802843865226297,6.826194587875815,215600
1999-06-01,6.84175443649292,6.865105134228391,6.72889320584264,6.865105134228391,843000
1999-06-02,6.919596195220947,6.9351633407670015,6.869003447267852,6.869003447267852,64000
1999-06-03,6.9429426193237305,7.036345434830327,6.9429426193237305,6.997427595035912,86600
1999-06-04,7.051916599273682,7.051916599273682,6.942946585598371,7.012998737246785,45000
1999-06-07,7.133641719818115,7.156992427656894,7.044130198031431,7.059697336590617,364600
1999-06-08,7.020777225494385,7.121963593489315,7.020777225494385,7.098612893182793,339600
1999-06-09,7.036346912384033,7.0908318995374495,7.005212634010653,7.012996203603998,28800
